Course Name,Category,Subcategory,Overall Rating,Number of Ratings,Students Enrolled,Created By,Last Update,Language,Number of Translations,Original Price,Discounted Price,Course Duration,Number of Lessons
WooCommerce Theme Development: Advanced Course,Web Development,WooCommerce,4.6,694,"4,712",Marcelo Xavier Vieira,5.2023,English,English [Auto],ג‚×429.90,ג‚×53.90,14.5 hours,4
Full Stack: React and Java Spring Boot - The Developer Guide,Web Development,Spring Boot,4.5,693,"7,154",Chad Darby,2.2023,English,"English [Auto], Japanese, 3 more",ג‚×399.90,ג‚×45.90,25.5 hours,3
"AWS & Typescript Masterclass - CDK V2, Serverless, React",Web Development,AWS Cloud Development Kit (CDK),4.6,693,"6,498",Alex Horea,5.2023,English,English [Auto],ג‚×209.90,ג‚×45.90,14 hours,2
Applied Time Series Analysis and Forecasting with R Projects,Data Science,Forecasting Model,4.6,693,"4,759",R-Tutorials Training,7.2018,English,English [Auto],ג‚×329.90,ג‚×43.90,3.5 hours,5
Test Reporting - Know-How & Templates for Test Managers,Software Testing,None,4.3,693,"2,839",Nicolas Scheel,9.2017,English,English [Auto],ג‚×329.90,ג‚×43.90,1.5 hours,4
"Git Going with Comparing, Branching and Merging",Software Development Tools,Git,4.4,692,"5,485",Jason Taylor,8.2022,English,English,ג‚×179.90,ג‚×43.90,2.5 hours,1
Data Analysis Real world use-cases- Hands on Python,Data Science,Data Analysis,4.7,691,"64,813",Shan Singh,5.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,7 hours,6
The WpFASTER WordPress Speed Optimization Master Course,Web Development,WordPress,4.3,690,"4,551",AJ McKay,4.2019,English,English [Auto],ג‚×399.90,ג‚×45.90,6 hours,10
Introduction to Artificial Neural Network and Deep Learning,Data Science,Neural Networks,4.7,690,"3,488",Seyedali Mirjalili,4.202,English,English [Auto],ג‚×349.90,ג‚×43.90,7 hours,1
Elixir for Beginners,Programming Languages,Elixir (programming language),4,688,"4,178",Ben Emson,2.2016,English,English [Auto],ג‚×139.90,ג‚×43.90,2.5 hours,None
Build Spring Boot Apps with the Kotlin Programming Language,Programming Languages,Kotlin,4.4,688,"4,207",Matt Greencroft,10.2019,English,English [Auto],ג‚×349.90,ג‚×53.90,8 hours,1
How to Create iOS 2D Games with SpriteKit and Swift,Game Development,SpriteKit,4.5,687,"3,213",Brian Advent,8.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,4 hours,None
Data Structures and Algorithms In Java,Software Engineering,Coding Interview,4.1,687,"3,339",Deepali Srivastava,8.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,10.5 hours,4
Learn By Example: Scala,Programming Languages,Scala,4.1,686,"5,416",Loony Corn,2.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,7 hours,None
The Mac Terminal Course for Beginners,Programming Languages,Mac Terminal,4.6,686,"3,587",Francesco Santi,4.202,English,English [Auto],ג‚×319.90,ג‚×45.90,4 hours,7
RA: Data Science and Supply Chain analytics. A-Z with Python,Data Science,Python,4.4,686,"5,978",Haytham Omar-Ph.D,5.2023,English,English [Auto],ג‚×329.90,ג‚×45.90,37 hours,None
Salesforce Development With Real-Time Project,Software Development Tools,Salesforce Development,4.4,685,"4,695",Deepika Khanna,2.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,6 hours,1
The Bubble Beginners Bootcamp Course,No-Code Development,Web Development,4.6,685,"2,809",Gregory John,5.2022,English,English [Auto],ג‚×399.90,ג‚×45.90,11.5 hours,None
Creating Python APIs Like a BOSS - The Django REST Framework,Web Development,API,4.2,683,"4,834",Nick Walter,7.202,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,4
Python Tkinter Masterclass - Learn Python GUI Programming,Programming Languages,TkInter,4.5,681,"5,249",Tim Buchalka's Learn Programming Academy,1.2021,English,English,ג‚×279.90,ג‚×43.90,13.5 hours,1
"The complete beginner JavaScript ES5, ES6 and JQuery Course",Web Development,JavaScript,3.9,680,"13,686",Coding Revolution,2.2019,English,English [Auto],ג‚×69.90,ג‚×43.90,22.5 hours,5
SQL Tutorial For Tester,Database Design & Development,SQL,4.4,680,"2,109",S D Academy,4.2023,English,"English [Auto], Simplified Chinese [Auto], 1 more",ג‚×89.90,ג‚×43.90,2 hours,None
The SQL MicroDegree 2022: From SQL Basics To MySQL Mastery,Database Design & Development,SQL,4.4,679,"37,959",Abhishek Pughazh,7.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,4.5 hours,4
Make a YouTube Clone from Scratch: JavaScript PHP and MySQL,Web Development,JavaScript,4.9,679,"4,498",Reece Kenney,11.2021,English,English [Auto],ג‚×179.90,ג‚×45.90,18.5 hours,1
Learn TestNG using IntelliJ IDEA,Programming Languages,TestNG,4.6,678,"6,751",Pavan Kumar,4.2019,English,English [Auto],ג‚×139.90,ג‚×43.90,3 hours,None
JavaScript Modern ES6 - 2020 - The Complete Course,Programming Languages,JavaScript,4.4,678,"40,037",Tharun Shiv,6.202,English,English [Auto],ג‚×349.90,ג‚×43.90,9 hours,15
CSS And JavaScript Complete Course For Beginners,Web Development,CSS,4.6,678,"70,075",PROPER DOT INSTITUTE,9.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,4 hours,None
Learn Python Programming From Scratch,Programming Languages,Python,3.6,678,"30,785",Eduonix Learning Solutions,12.2018,English,English [Auto],ג‚×105.90,ג‚×43.90,6.5 hours,1
ChatGPT for Programmers: Build Python Apps in Seconds,Software Development Tools,ChatGPT,4.5,677,"5,729",Ardit Sulce,5.2023,English,"English, Japanese [Auto], 2 more",ג‚×209.90,ג‚×43.90,2 hours,2
"Bootstrap, HTML5 & CSS3: Create a Modern Youtube Homepage",Web Development,Bootstrap,3.6,676,"24,504",Hesham Emara,3.2016,English,English [Auto],ג‚×89.90,ג‚×43.90,2 hours,3
The Complete Python Programming Bootcamp,Programming Languages,Python,4.6,675,"7,660",Avinash Jain,7.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,9 hours,4
Typescript Bootcamp: Beginner To Advanced (2023 Edition),Web Development,Typescript,4.7,674,"5,142",Angular University,5.2023,English,English [Auto],ג‚×319.90,ג‚×45.90,14.5 hours,2
ChatGPT: The Complete ChatGPT Guide from Zero to Hero (2023),Data Science,ChatGPT,4.2,673,"5,243",Joshua Darrington,4.2023,English,"English [CC], Korean [Auto]",ג‚×69.90,ג‚×43.90,7 hours,None
Comprehensive ASP.net MVC,Programming Languages,ASP.NET MVC,4.2,673,"5,460",3D BUZZ Programming and Digital Art training,9.2015,English,English [Auto],ג‚×105.90,ג‚×43.90,14 hours,None
Master Bootstrap 5 with 6 projects and Sass customization,Web Development,Bootstrap,4.5,672,"5,652",Jeppe Schaumburg Jensen,5.2023,English,English [Auto],ג‚×399.90,ג‚×45.90,22.5 hours,25
Gatsby JS v5 & Headless WordPress (Gatsby & WordPress 2023),Web Development,Gatsby.js,4.4,672,"4,137",Tom Phillips,5.2023,English,English [Auto],ג‚×89.90,ג‚×43.90,7 hours,2
Java Design Patterns & Devops to build Selenium Framework,Software Testing,Selenium Testing Framework,4.6,672,"6,679",Rahul Shetty,8.2021,English,"English [Auto], Japanese [Auto]",ג‚×349.90,ג‚×43.90,7 hours,3
Learn Vert.x - Reactive microservices with Java,Software Engineering,None,4.5,671,"5,039",Daniel Prinz,4.2022,English,English [Auto],ג‚×139.90,ג‚×45.90,10 hours,None
Android Development Working With Databases Using Mysql & PHP,Mobile Development,Android Development,4.6,671,"67,581",Joe Parys,5.2016,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,1
Kotlin Coroutines and Flow for Android Development [2023],Mobile Development,Android Development,4.8,669,"4,076",Lukas Lechner,1.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,16 hours,10
Machine Learning in JavaScript with TensorFlow.js,Data Science,Machine Learning,4.3,669,"4,826",tech.courses team,2.2022,English,English,ג‚×399.90,ג‚×45.90,6.5 hours,23
Android App Development using Kotlin,Mobile Development,Android Development,4.4,669,"19,709",Smartherd Developers,5.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,None
C# Intermediate Programming : The Next Steps,Programming Languages,C#,4.9,669,"6,244",Charlie Chiarelli,5.2023,English,English [Auto],ג‚×89.90,ג‚×43.90,30.5 hours,109
Docker Container Fundamentals (Hands-on) - DevOps,Software Development Tools,Docker,4.3,669,"17,418",Ganesh Velrajan,9.202,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,1
Learn GLSL Shaders from Scratch,Web Development,OpenGL,4.7,668,"3,670",Nicholas Lever,3.2023,English,English [Auto],ג‚×279.90,ג‚×45.90,4 hours,1
Real-time Credit card Fraud Detection using Spark 2.2,Software Engineering,Fraud Analytics,4.2,668,"4,286",Pramod Narayana,11.2019,English,English,ג‚×89.90,ג‚×45.90,3 hours,None
Beginner Object Oriented Programming In C# and .NET Core,Programming Languages,Object Oriented Programming,4.3,667,"27,914",Avetis Ghukasyan,7.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,1
Learn and Build using Polymer LitElement (beyond Polymer 3),Web Development,Polymer Library,3.2,667,"2,387",Arman Eker,10.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,9 hours,3
Basics of Database Design & Development,Database Design & Development,Database Design,4.4,667,"137,806",Creative Online School,10.202,English,English [Auto],ג‚×349.90,ג‚×43.90,3 hours,None
Computer Vision Masterclass,Data Science,Computer Vision,4.3,666,"29,440",Jones Granatyr,2.2023,English,"English [Auto], Simplified Chinese [Auto]",ג‚×349.90,ג‚×43.90,25.5 hours,31
Mastering Reactive Extensions with C# and .NET,Programming Languages,ReactiveX,4.4,666,"4,205",Dmitri Nesteruk,4.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,3.5 hours,1
MVVM in WPF Survival Guide From A to Z,Software Engineering,Windows Presentation Foundation,4.4,666,"3,908",Engineer Spock,7.202,English,English [Auto],ג‚×159.90,ג‚×43.90,4.5 hours,5
Beginners: Learn SAP CPI with Hands On & Practical Examples,Software Development Tools,SAP Business Technology Platform (SAP BTP),4.3,666,"4,948",Yee Loon Khoo,12.2022,English,"English [Auto], Japanese [Auto], 1 more",ג‚×139.90,ג‚×43.90,23 hours,None
.NET MAUI course with Visual Studio 2022 creating PROJECTS,Mobile Development,.NET MAUI,4.5,665,"5,262",Hֳ©ctor Uriel Pֳ©rez,5.2023,English,English [Auto],ג‚×349.90,ג‚×45.90,17 hours,25
Azure MasterClass: Manage Azure Cloud with ARM Templates,Software Development Tools,Microsoft Azure,3.5,664,"3,692",TetraNoodle Team,2.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,6
"UI&UX Design , Animation And Material design In Javafx",Programming Languages,User Experience Design,3.1,664,"1,813",Mohamed Adel,3.2022,English,,ג‚×349.90,ג‚×43.90,7 hours,14
HTML5 & CSS3 Beginners Guide to Web Development from Scratch,Web Development,Web Design,4,664,"36,115",Fatah Gabrial,4.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,2.5 hours,None
Python Data Structures A to Z,Software Engineering,Data Structures,3.3,664,"18,736",Joe James,5.2019,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,None
10 Days of No Code Artificial Intelligence Bootcamp,No-Code Development,Artificial Intelligence,4.2,664,"5,451","Dr. Ryan Ahmed, Ph.D., MBA",11.2021,English,"English [Auto], Vietnamese [Auto]",ג‚×179.90,ג‚×43.90,12.5 hours,1
Advanced Java programming with JavaFx: Write an email client,Programming Languages,Java,4.8,664,"68,967",Alex Horea,11.2022,English,English [Auto],ג‚×229.90,ג‚×45.90,7 hours,1
APIs in PHP: from Basic to Advanced,Web Development,PHP,4.7,663,"3,939",Dave Hollingworth,11.2021,English,English,ג‚×399.90,ג‚×45.90,5 hours,None
"Angular & Django Full Stack: web, backend API, mobile apps",Web Development,Web App Development,4.5,662,"3,225",Krystian Czekalski,2.202,English,English [Auto],ג‚×349.90,ג‚×43.90,20.5 hours,None
Master .NET and C# Unit Testing with NUnit and Moq,Software Engineering,C#,4,662,"4,152",Dmitri Nesteruk,8.2017,English,"English [Auto], Portuguese [Auto]",ג‚×179.90,ג‚×45.90,3 hours,1
"Web Scraping in Python BeautifulSoup, Selenium & Scrapy 2023",Programming Languages,Web Scraping,4.6,661,"4,603",Frank Andrade,3.2023,English,English [Auto],ג‚×123.90,ג‚×45.90,10 hours,14
"Java Collections Framework + Generics, Lambdas & Stream API",Software Engineering,Functional Programming,4.3,661,"144,401",Andrii Piatakha,11.2022,English,English [Auto],ג‚×139.90,ג‚×43.90,5.5 hours,10
JavaScript JSON AJAX API data for web pages Objects Arrays,Programming Languages,JavaScript,3.7,660,"5,528",Laurence Svekis,2.2023,English,"English [Auto], French [Auto], 5 more",ג‚×299.90,ג‚×43.90,8 hours,7
New to Unix/Linux? Be an Expert in a MONTH-Shell Script 2023,Programming Languages,Unix,4.3,659,"4,306",Testing World,3.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,11.5 hours,2
Vuetify 2: Create an App with Vue JS 2 & Vuex - in 5 Hours!,Web Development,Vue JS,4.8,658,"3,177",Danny Connell,3.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,5.5 hours,16
Intro to Shopify Theme and Store Development with Liquid,Web Development,E-Commerce,3.6,658,"2,737",Working With Shopify,4.202,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,None
Test Automation Framework [ Spring Boot + Selenium + BDD ],Software Testing,Spring Boot,4.6,657,"4,930",Vinoth Selvaraj,7.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,10 hours,22
Google Chrome Extension Development From Beginning,Web Development,Chrome Extensions,4.1,657,"51,710",Tomas Mikula,10.2022,English,English [Auto],ג‚×89.90,ג‚×49.90,2.5 hours,4
Mastering SharePoint 2013 Development Using C# - Part I,Web Development,SharePoint,4.5,655,"3,996",Kameswara Sarma Uppuluri,9.202,English,English,ג‚×179.90,ג‚×43.90,7 hours,None
Learn Bootstrap 4 Responsive Web Development,Web Development,Responsive Design,4,655,"55,092",Frahaan Hussain,12.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,4.5 hours,11
Practical Software Testing 2023-Manual+JIRA+API+DB+Selenium,Software Testing,Selenium Testing Framework,4.5,654,"5,505",Testing World Infotech,3.2023,English,English [Auto],ג‚×249.90,ג‚×45.90,97.5 hours,13
Become RPA Master in Microsoft Power Automate Desktop,No-Code Development,Microsoft Power Automate,4.2,654,"4,605",Learning Technologies,5.2023,English,English [Auto],ג‚×105.90,ג‚×45.90,28.5 hours,5
Building Interactive Dashboards with Tableau,Programming Languages,Tableau,4.6,653,"6,984",Packt Publishing,1.2021,English,English [Auto],ג‚×299.90,ג‚×43.90,4.5 hours,None
Learn JavaScript for beginners,Web Development,JavaScript,3.4,653,"38,728",Laurence Svekis,3.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,8
Python Programming & Software Design For Absolute Beginners,Software Engineering,Python,4.6,653,"59,134",Academy of Computing & Artificial Intelligence,7.202,English,English [Auto],ג‚×69.90,ג‚×43.90,4 hours,9
Learn Micronaut - cloud native microservices with Java,Software Engineering,None,4.4,652,"4,194",Daniel Prinz,1.2022,English,English [Auto],ג‚×139.90,ג‚×43.90,9.5 hours,1
Swift 3 - Learn to Code with Apple's New Language,Programming Languages,Swift,4.1,652,"2,798",Nick Walter,5.2017,English,English,ג‚×349.90,ג‚×43.90,4 hours,30
Unreal Engine: First Person Shooter Survival Course,Game Development,Unreal Engine,4.1,652,"3,113",Aidan Perry,12.2019,English,English [Auto],ג‚×399.90,ג‚×45.90,14 hours,None
PHP: Complete Login and Registration System with PHP & MYSQL,Web Development,PHP,4.5,652,"13,197",Terry Ogbemudia Osayawe,12.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,9 hours,5
Learn Flowcharting and Pseudocode. Be a better programmer!,Software Engineering,Flowcharting,4.5,650,"3,605",Richard Vannoy II,8.2016,English,English [Auto],ג‚×179.90,ג‚×43.90,6 hours,None
Golang - JumpStart,Programming Languages,Go (programming language),4.1,650,"25,050",Abhijan Guha,8.2017,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,None
Technical Analysis with Python for Algorithmic Trading,Programming Languages,Python,4.7,649,"10,840",Alexander Hagmann,5.2023,English,"English [Auto], Simplified Chinese [Auto]",ג‚×399.90,ג‚×45.90,13.5 hours,6
Bluetooth Low Energy (BLE) From Ground Upג„¢,Software Engineering,Wireless Networking,4,648,"4,771",Israel Gbati,2.2023,English,English [Auto],ג‚×179.90,ג‚×49.90,15.5 hours,4
"Quasar V1: PWA (with Vue JS 2, Firebase, NodeJS & Express)",Web Development,Progressive Web App,4.8,648,"3,421",Danny Connell,3.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,15 hours,23
Learn To Create An Online Multiplayer Game In Unity,Game Development,Unity,4.8,648,"4,426",James Doyle,4.2021,English,English [Auto],ג‚×399.90,ג‚×45.90,13 hours,1
JavaScript & LeetCode | The Interview Bootcamp,Software Engineering,Coding Interview,4.3,648,"36,743",Kevin Nguyen,10.2021,English,English [Auto],ג‚×399.90,ג‚×45.90,5 hours,2
"HTML, CSS and JavaScript: The Complete Web Developer Course",Web Development,Web Design,4.3,648,"17,306",Online Training Plus,10.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,None
Mastery in Python - For Beginners from Zero to Hero !,Programming Languages,Python,3.3,648,"46,474",Arun Ammasai,12.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,5.5 hours,None
Laravel 8 Vuejs & RESTful API Course With Complete Project,Web Development,Vue JS,4.5,647,"3,328",easy Learning,11.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,53.5 hours,3
Java Lambda & Streams [Examples With Selenium WebDriver],Software Testing,Java,4.6,647,"5,000",Vinoth Selvaraj,12.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,13 hours,3
